Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,34.1,29.900000000000002
0.1,39.1,40.2
0.15,41.900000000000006,44.7
0.2,51.5,47.400000000000006
0.25,54.1,53.300000000000004
0.3,56.400000000000006,54.800000000000004
0.35,56.800000000000004,57.900000000000006
0.4,59.800000000000004,62.800000000000004
0.45,63.2,63.400000000000006
0.5,64.4,66.2
0.55,62.6,62.800000000000004
0.6,59.0,56.2
0.65,55.1,57.6
0.7,59.6,60.900000000000006
0.75,57.0,61.6
0.8,55.800000000000004,53.300000000000004
0.85,57.0,58.1
0.9,59.300000000000004,59.1
0.95,60.800000000000004,62.300000000000004
1.0,58.7,57.6
1.05,60.900000000000006,61.6
1.1,60.900000000000006,64.60000000000001
1.15,57.0,57.2
1.2,64.3,66.10000000000001
1.25,68.9,73.4
1.3,71.2,69.0
1.35,73.5,71.0
1.4,72.2,68.4
1.45,66.9,63.6
1.5,68.9,68.60000000000001
1.55,72.2,75.3
1.6,66.5,67.7
1.65,62.400000000000006,65.7
1.7,61.2,61.0
1.75,63.0,63.900000000000006
1.8,66.7,68.7
1.85,70.7,74.5
1.9,69.9,70.60000000000001
1.95,66.10000000000001,64.4
2.0,62.300000000000004,62.5
2.05,61.5,62.900000000000006
2.1,60.1,59.400000000000006
2.15,55.300000000000004,53.900000000000006
2.2,53.300000000000004,55.6
2.25,58.400000000000006,57.0
2.3,55.800000000000004,57.0
2.35,60.2,59.7
2.4,62.6,62.400000000000006
2.45,61.0,61.300000000000004
2.5,59.800000000000004,60.300000000000004
2.55,59.800000000000004,59.900000000000006
2.6,68.60000000000001,70.10000000000001
2.65,71.7,73.4
2.7,73.9,77.5
2.75,79.9,79.2
2.8,79.5,81.2
2.85,85.60000000000001,88.10000000000001
2.9,87.9,90.2
2.95,104.80000000000001,102.9
3.0,107.4,108.5
3.05,115.9,114.4
3.1,120.5,120.4
3.15,130.6,129.70000000000002
3.2,131.1,128.4
3.25,133.3,134.1
3.3,135.5,136.70000000000002
3.35,134.4,136.70000000000002
3.4,132.8,128.0
3.45,135.8,138.20000000000002
3.5,141.3,144.6
3.55,146.20000000000002,148.4
3.6,146.0,145.4
3.65,152.5,152.1
3.7,156.10000000000002,161.10000000000002
3.75,164.0,170.8
3.8,173.10000000000002,170.4
3.85,180.20000000000002,178.60000000000002
3.9,175.5,176.5
3.95,170.8,172.9
4.0,177.20000000000002,183.8
4.05,173.9,174.70000000000002
4.1,176.8,178.70000000000002
4.15,189.3,188.20000000000002
4.2,190.0,194.0
4.25,199.60000000000002,198.3
4.3,196.5,199.3
4.35,203.5,204.10000000000002
4.4,208.4,207.20000000000002
4.45,210.8,213.0
4.5,218.0,218.9
4.55,237.20000000000002,233.0
4.6,242.60000000000002,241.10000000000002
4.65,246.3,246.8
4.7,240.4,243.9
4.75,259.3,260.5
4.8,264.2,261.0
4.85,278.2,278.8
4.9,282.6,282.5
4.95,293.2,289.90000000000003
5.0,297.8,298.40000000000003
5.05,291.6,300.7
5.1,291.40000000000003,297.5
5.15,299.0,296.5
5.2,303.8,304.5
5.25,310.20000000000005,307.6
5.3,308.5,310.90000000000003
5.35,316.0,326.1
5.4,318.8,324.20000000000005
5.45,312.5,309.90000000000003
5.5,320.90000000000003,321.70000000000005
5.55,324.0,322.70000000000005
5.6,326.70000000000005,327.40000000000003
5.65,327.8,326.3
5.7,329.0,335.90000000000003
5.75,344.5,345.0
5.8,357.3,353.8
5.85,364.1,364.70000000000005
5.9,363.0,366.3
5.95,373.1,375.1
6.0,378.40000000000003,382.8
6.05,392.20000000000005,394.5
6.1,408.6,409.20000000000005
6.15,424.70000000000005,423.40000000000003
6.2,430.3,431.1
6.25,437.70000000000005,442.70000000000005
6.3,452.1,448.0
6.35,463.0,466.0
6.4,479.70000000000005,482.70000000000005
6.45,495.3,493.20000000000005
6.5,501.1,505.5
6.55,521.0,518.2
6.6,523.7,525.2
6.65,524.9,520.4
6.7,538.4,532.2
6.75,555.4,550.1
6.8,571.6,569.2
6.85,578.1,580.6
6.9,581.5,578.5
6.95,583.1,588.4
7.0,585.8000000000001,589.1
7.05,597.2,593.5
7.1,598.9,602.6
7.15,611.6,609.9
7.2,622.7,622.5
7.25,629.5,625.9000000000001
7.3,627.9000000000001,623.0
7.35,630.3000000000001,629.8000000000001
7.4,615.0,616.2
7.45,621.6,617.1
7.5,616.3000000000001,609.9
7.55,617.9000000000001,619.2
7.6,623.7,626.7
7.65,623.6,623.8000000000001
7.7,628.1,636.4000000000001
7.75,640.7,644.8000000000001
7.8,644.9000000000001,642.7
7.85,657.9000000000001,661.0
7.9,666.5,664.8000000000001
7.95,662.0,667.4000000000001
8.0,658.1,653.0
8.05,670.1,666.7
8.1,658.1,664.6
8.15,660.3000000000001,653.1
8.2,661.3000000000001,659.8000000000001
8.25,672.3000000000001,666.0
8.3,676.3000000000001,674.1
8.35,675.8000000000001,675.2
8.4,695.7,699.3000000000001
8.45,705.4000000000001,703.3000000000001
8.5,710.1,709.3000000000001
8.55,711.0,711.1
8.6,704.2,701.5
8.65,709.4000000000001,710.7
8.7,717.1,719.8000000000001
8.75,727.2,730.8000000000001
8.8,737.3000000000001,736.2
8.85,752.8000000000001,753.6
8.9,769.1,767.6
8.95,768.4000000000001,782.7
9.0,780.5,780.2
9.05,813.0,806.6
9.1,820.8000000000001,819.5
9.15,832.8000000000001,833.9000000000001
9.2,857.1,856.7
9.25,871.7,868.5
9.3,871.5,876.9000000000001
9.35,868.0,870.0
9.4,885.2,877.9000000000001
9.45,911.1,911.9000000000001
