Time (s),Total A4 (uM),Total B4 (uM)
5.7,196.70000000000002,198.10000000000002
5.75,194.8,193.20000000000002
5.8,205.10000000000002,200.0
5.85,209.0,202.3
5.9,208.8,204.4
5.95,201.70000000000002,204.0
6.0,200.60000000000002,201.10000000000002
6.05,204.20000000000002,206.5
6.1,203.10000000000002,199.4
6.15,202.20000000000002,201.3
6.2,212.0,206.3
6.25,218.10000000000002,218.8
6.3,226.20000000000002,227.9
6.35,230.70000000000002,228.4
6.4,229.5,233.3
6.45,229.60000000000002,228.20000000000002
6.5,240.4,237.60000000000002
6.55,246.70000000000002,247.70000000000002
6.6,253.0,253.3
6.65,259.6,255.70000000000002
6.7,264.2,268.3
6.75,273.6,270.0
6.8,278.7,281.3
6.85,271.7,273.90000000000003
6.9,267.90000000000003,268.1
6.95,275.5,271.5
7.0,281.7,278.6
7.05,283.7,284.8
7.1,281.5,282.90000000000003
7.15,270.3,265.40000000000003
7.2,269.7,272.0
7.25,270.8,272.2
7.3,281.0,279.2
7.35,276.1,272.6
7.4,267.0,270.2
7.45,272.8,269.5
7.5,273.5,274.7
7.55,272.7,278.2
7.6,276.1,273.40000000000003
7.65,282.3,283.90000000000003
7.7,292.3,290.2
7.75,298.90000000000003,298.40000000000003
7.8,306.2,302.40000000000003
7.85,318.3,316.5
7.9,324.0,324.6
7.95,342.40000000000003,343.0
8.0,345.1,339.20000000000005
8.05,344.6,352.90000000000003
8.1,349.40000000000003,351.40000000000003
8.15,348.40000000000003,350.1
8.2,351.90000000000003,354.3
8.25,365.0,360.20000000000005
8.3,365.3,365.1
8.35,361.5,369.70000000000005
8.4,365.3,374.6
8.45,378.20000000000005,369.20000000000005
8.5,378.70000000000005,385.70000000000005
8.55,383.40000000000003,383.20000000000005
8.6,373.6,375.90000000000003
8.65,365.6,369.90000000000003
8.7,377.20000000000005,375.5
8.75,379.5,374.20000000000005
8.8,393.1,389.20000000000005
8.85,402.90000000000003,402.0
8.9,415.1,418.5
8.95,431.3,432.70000000000005
9.0,445.20000000000005,449.0
9.05,453.40000000000003,446.3
9.1,464.70000000000005,466.1
9.15,480.20000000000005,477.8
9.2,482.8,471.3
9.25,488.6,485.20000000000005
9.3,493.0,499.0
9.35,496.8,496.1
9.4,516.2,522.8000000000001
9.45,520.3000000000001,527.3000000000001
9.5,527.0,531.0
9.55,537.0,534.1
9.6,544.2,537.7
9.65,554.1,553.3000000000001
9.7,547.9,545.0
9.75,552.7,558.2
9.8,578.3000000000001,579.5
9.85,578.5,581.1
9.9,581.9,582.8000000000001
9.95,594.7,599.6
10.0,599.8000000000001,599.3000000000001
