Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,33.6,31.200000000000003
0.1,39.7,39.300000000000004
0.15,42.7,42.7
0.2,46.400000000000006,46.1
0.25,52.6,47.400000000000006
0.3,57.800000000000004,57.6
0.35,57.6,57.0
0.4,58.6,58.800000000000004
0.45,60.300000000000004,61.400000000000006
0.5,61.0,65.0
0.55,62.1,66.0
0.6,61.900000000000006,62.900000000000006
0.65,65.10000000000001,65.10000000000001
0.7,65.2,71.3
0.75,69.5,68.9
0.8,71.2,70.2
0.85,78.5,78.60000000000001
0.9,75.10000000000001,80.4
0.95,84.2,84.5
1.0,82.5,81.10000000000001
1.05,80.7,77.0
1.1,83.4,80.4
1.15,93.4,96.5
1.2,93.30000000000001,93.80000000000001
1.25,87.2,89.60000000000001
1.3,81.0,79.4
1.35,85.2,86.7
1.4,90.2,91.4
1.45,93.0,91.5
1.5,92.7,91.10000000000001
1.55,93.5,94.2
1.6,99.30000000000001,97.60000000000001
1.65,93.30000000000001,89.60000000000001
1.7,95.7,89.9
1.75,97.60000000000001,97.4
1.8,95.80000000000001,92.9
1.85,94.4,99.30000000000001
1.9,103.30000000000001,99.9
1.95,100.30000000000001,100.4
2.0,105.4,104.5
2.05,107.2,102.7
2.1,107.7,109.5
2.15,117.9,119.4
2.2,122.80000000000001,118.9
2.25,117.30000000000001,118.2
2.3,119.4,115.7
2.35,119.60000000000001,118.5
2.4,105.9,109.10000000000001
2.45,112.10000000000001,114.80000000000001
2.5,115.4,118.4
2.55,114.9,118.0
2.6,119.5,118.9
2.65,125.30000000000001,121.4
2.7,125.60000000000001,131.1
2.75,139.3,139.4
2.8,146.70000000000002,145.5
2.85,146.8,152.1
2.9,154.8,153.0
2.95,161.4,160.3
3.0,159.3,158.4
3.05,168.10000000000002,168.70000000000002
3.1,173.5,166.8
3.15,174.4,172.4
3.2,163.9,162.3
3.25,167.70000000000002,164.9
3.3,161.5,159.4
3.35,165.9,163.70000000000002
3.4,168.8,164.3
3.45,181.4,183.9
3.5,192.10000000000002,190.8
3.55,201.9,197.9
3.6,207.0,204.60000000000002
3.65,204.3,203.5
3.7,199.10000000000002,200.60000000000002
3.75,207.5,206.9
3.8,212.4,212.60000000000002
3.85,211.5,214.4
3.9,216.5,215.10000000000002
3.95,221.5,221.5
4.0,223.8,226.4
4.05,228.3,228.20000000000002
4.1,230.9,233.60000000000002
4.15,237.10000000000002,233.9
4.2,234.4,233.9
4.25,229.70000000000002,230.70000000000002
4.3,231.5,231.9
4.35,228.10000000000002,228.10000000000002
4.4,239.20000000000002,233.10000000000002
4.45,224.10000000000002,228.20000000000002
4.5,238.4,239.60000000000002
4.55,260.1,261.6
4.6,269.40000000000003,269.5
4.65,272.40000000000003,265.7
4.7,277.6,279.8
4.75,276.2,276.40000000000003
4.8,275.40000000000003,279.1
4.85,277.6,277.7
4.9,297.40000000000003,299.5
4.95,287.90000000000003,289.3
5.0,291.8,288.7
5.05,295.40000000000003,294.0
5.1,301.90000000000003,301.3
5.15,315.0,314.70000000000005
5.2,320.8,318.6
5.25,318.6,321.6
5.3,313.90000000000003,313.5
5.35,314.20000000000005,319.5
5.4,316.3,318.0
5.45,316.8,322.40000000000003
5.5,328.6,328.6
5.55,330.20000000000005,326.40000000000003
5.6,323.40000000000003,328.0
5.65,338.6,336.70000000000005
5.7,346.8,342.3
5.75,343.90000000000003,348.6
5.8,363.5,368.1
5.85,367.8,366.70000000000005
5.9,375.5,378.5
5.95,373.8,373.90000000000003
6.0,379.3,381.1
6.05,388.0,387.1
6.1,395.20000000000005,402.1
6.15,398.20000000000005,403.20000000000005
6.2,399.1,405.20000000000005
6.25,416.6,411.40000000000003
6.3,427.70000000000005,422.90000000000003
6.35,436.70000000000005,435.1
6.4,445.8,442.8
6.45,462.90000000000003,458.6
6.5,451.6,454.5
6.55,464.70000000000005,463.20000000000005
6.6,459.6,464.3
6.65,457.8,458.70000000000005
