Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,36.9,35.9
0.1,44.2,44.900000000000006
0.15,49.7,50.7
0.2,50.0,49.2
0.25,55.6,53.2
0.3,56.5,53.900000000000006
0.35,60.400000000000006,57.6
0.4,65.7,65.4
0.45,67.2,68.7
0.5,68.2,68.60000000000001
0.55,79.30000000000001,79.10000000000001
0.6,77.0,78.4
0.65,76.7,77.7
0.7,66.7,67.4
0.75,62.1,63.2
0.8,64.9,67.7
0.85,69.60000000000001,67.2
0.9,70.9,72.8
0.95,75.60000000000001,72.5
1.0,76.10000000000001,77.2
1.05,71.60000000000001,72.0
1.1,79.10000000000001,78.30000000000001
1.15,81.2,79.7
1.2,79.0,77.60000000000001
1.25,83.60000000000001,83.5
1.3,80.60000000000001,80.9
1.35,84.9,89.30000000000001
1.4,84.0,82.80000000000001
1.45,83.5,83.4
1.5,83.2,82.4
1.55,91.60000000000001,87.10000000000001
1.6,86.5,85.0
1.65,78.30000000000001,80.7
1.7,81.10000000000001,80.0
1.75,83.9,81.60000000000001
1.8,90.80000000000001,82.5
1.85,83.10000000000001,83.4
1.9,90.60000000000001,89.80000000000001
1.95,84.4,86.4
2.0,88.60000000000001,85.4
2.05,88.7,91.10000000000001
2.1,92.80000000000001,89.4
2.15,94.9,94.80000000000001
2.2,102.0,103.10000000000001
2.25,115.80000000000001,115.10000000000001
2.3,114.5,114.9
2.35,115.7,115.30000000000001
2.4,120.10000000000001,123.0
2.45,120.9,121.5
2.5,124.80000000000001,125.9
2.55,130.20000000000002,129.5
2.6,133.1,134.8
2.65,137.5,138.3
2.7,135.3,136.6
2.75,135.70000000000002,134.0
2.8,138.6,137.5
2.85,136.20000000000002,141.4
2.9,139.3,141.3
2.95,139.8,142.20000000000002
3.0,142.8,141.5
3.05,149.4,151.6
3.1,157.3,156.10000000000002
3.15,162.70000000000002,166.4
3.2,183.20000000000002,183.10000000000002
3.25,190.60000000000002,190.8
3.3,187.3,188.4
3.35,188.20000000000002,192.20000000000002
3.4,189.10000000000002,185.4
3.45,194.8,191.10000000000002
3.5,189.8,191.9
3.55,194.4,191.60000000000002
3.6,206.20000000000002,205.10000000000002
3.65,208.3,204.4
3.7,206.70000000000002,204.8
3.75,205.0,205.5
3.8,207.5,210.4
3.85,212.10000000000002,207.9
3.9,216.0,213.5
3.95,221.4,223.0
4.0,225.5,228.5
4.05,232.3,233.3
4.1,242.4,246.10000000000002
4.15,247.3,249.4
4.2,242.20000000000002,238.4
4.25,240.20000000000002,242.4
4.3,246.4,244.8
4.35,254.3,254.0
4.4,252.8,252.8
4.45,241.20000000000002,245.10000000000002
4.5,231.20000000000002,230.9
4.55,248.20000000000002,246.4
4.6,255.60000000000002,253.0
4.65,250.3,254.0
4.7,256.7,259.40000000000003
4.75,266.8,267.5
4.8,262.90000000000003,263.6
4.85,263.40000000000003,269.6
4.9,270.6,271.0
4.95,279.8,281.7
5.0,290.5,292.40000000000003
5.05,299.7,297.6
5.1,302.7,302.90000000000003
5.15,305.7,310.40000000000003
5.2,311.40000000000003,309.1
5.25,302.2,299.5
5.3,293.7,296.6
5.35,298.1,297.2
5.4,307.70000000000005,301.90000000000003
5.45,318.0,314.20000000000005
5.5,318.40000000000003,318.3
5.55,318.0,316.8
5.6,336.3,340.90000000000003
5.65,349.1,350.3
5.7,362.40000000000003,369.20000000000005
5.75,369.1,371.6
5.8,370.40000000000003,367.1
5.85,380.90000000000003,383.5
5.9,382.8,378.5
5.95,392.0,383.5
6.0,390.40000000000003,392.40000000000003
6.05,409.0,409.70000000000005
6.1,405.70000000000005,399.5
6.15,401.6,403.3
6.2,409.1,408.5
6.25,412.0,412.8
6.3,412.20000000000005,423.70000000000005
6.35,421.6,417.6
6.4,426.8,424.20000000000005
6.45,444.40000000000003,437.1
6.5,459.6,459.5
6.55,472.1,483.3
6.6,489.8,489.90000000000003
6.65,509.3,497.6
6.7,516.0,516.9
6.75,534.0,534.0
6.8,548.5,546.3000000000001
6.85,569.3000000000001,570.9
6.9,603.8000000000001,608.8000000000001
6.95,619.4000000000001,618.8000000000001
7.0,644.7,648.3000000000001
7.05,655.0,650.3000000000001
7.1,677.3000000000001,676.0
7.15,701.5,697.9000000000001
7.2,711.5,708.9000000000001
7.25,715.5,717.0
7.3,742.1,743.1
7.35,747.3000000000001,753.9000000000001
7.4,754.0,751.6
7.45,772.1,774.5
7.5,764.8000000000001,768.4000000000001
7.55,806.7,811.8000000000001
7.6,814.3000000000001,812.5
7.65,808.4000000000001,812.9000000000001
7.7,815.8000000000001,821.4000000000001
7.75,828.4000000000001,819.4000000000001
7.8,826.2,823.7
7.85,826.7,822.3000000000001
7.9,829.1,833.8000000000001
7.95,831.8000000000001,833.2
8.0,835.6,840.9000000000001
8.05,855.5,846.9000000000001
8.1,848.1,850.8000000000001
8.15,859.0,853.5
8.2,872.5,860.5
8.25,873.4000000000001,865.3000000000001
8.3,889.6,887.3000000000001
8.35,895.6,896.5
8.4,899.9000000000001,895.3000000000001
8.45,909.4000000000001,915.5
8.5,904.0,908.5
8.55,929.2,926.3000000000001
8.6,940.2,942.3000000000001
8.65,945.8000000000001,952.3000000000001
8.7,936.2,942.7
8.75,946.0,952.6
8.8,960.2,963.7
8.85,983.2,975.8000000000001
8.9,1000.7,1005.6
8.95,1005.7,1011.6
9.0,1027.4,1026.2
9.05,1027.7,1030.0
9.1,1064.0,1065.7
9.15,1074.2,1080.1000000000001
9.2,1092.8,1081.9
9.25,1098.3,1096.9
9.3,1103.2,1105.2
9.35,1120.0,1123.4
9.4,1122.5,1122.4
9.45,1133.6000000000001,1127.8
9.5,1161.9,1161.4
9.55,1161.8,1160.4
9.6,1156.1000000000001,1161.0
9.65,1176.6000000000001,1173.7
9.7,1168.7,1186.3
9.75,1196.2,1183.1000000000001
9.8,1179.7,1184.6000000000001
9.85,1206.9,1212.6000000000001
9.9,1217.3,1216.5
9.95,1241.5,1239.0
10.0,1260.2,1269.5
