Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,35.1,31.1
0.1,38.6,40.2
0.15,40.5,43.0
0.2,42.1,43.5
0.25,46.2,46.5
0.3,48.900000000000006,50.300000000000004
0.35,55.0,55.7
0.4,58.800000000000004,56.5
0.45,63.0,60.800000000000004
0.5,62.1,60.7
0.55,61.6,59.6
0.6,67.4,68.2
0.65,72.7,75.5
0.7,75.5,77.0
0.75,78.4,77.5
0.8,80.4,76.2
0.85,76.60000000000001,74.60000000000001
0.9,76.9,75.0
0.95,79.4,78.30000000000001
1.0,71.9,76.10000000000001
1.05,81.10000000000001,81.60000000000001
1.1,83.9,84.2
1.15,83.30000000000001,83.0
1.2,90.4,86.4
1.25,87.7,85.2
1.3,79.9,83.30000000000001
1.35,87.30000000000001,86.2
1.4,88.80000000000001,90.80000000000001
1.45,95.2,96.7
1.5,96.2,99.30000000000001
1.55,94.9,94.80000000000001
1.6,99.0,98.0
1.65,103.2,101.5
1.7,97.80000000000001,100.7
1.75,96.4,96.10000000000001
1.8,102.0,103.0
1.85,112.60000000000001,110.4
1.9,114.7,111.80000000000001
1.95,118.10000000000001,116.5
2.0,113.4,112.80000000000001
2.05,114.9,117.9
2.1,115.80000000000001,117.4
2.15,114.80000000000001,111.5
2.2,115.5,113.80000000000001
2.25,121.2,122.7
2.3,129.3,136.20000000000002
2.35,133.70000000000002,135.8
2.4,143.20000000000002,142.5
2.45,129.8,127.80000000000001
2.5,129.1,127.30000000000001
2.55,134.1,131.4
2.6,133.1,134.3
2.65,131.70000000000002,134.0
2.7,131.0,132.4
2.75,143.3,143.8
2.8,150.20000000000002,152.3
2.85,157.9,158.5
2.9,162.4,163.3
2.95,153.0,155.60000000000002
3.0,154.60000000000002,159.8
3.05,164.8,163.60000000000002
3.1,166.9,168.3
3.15,172.60000000000002,175.60000000000002
3.2,181.8,176.70000000000002
3.25,187.60000000000002,185.4
3.3,197.20000000000002,194.4
3.35,189.70000000000002,189.8
3.4,189.3,190.70000000000002
3.45,205.4,200.8
3.5,209.10000000000002,211.10000000000002
3.55,215.60000000000002,213.9
3.6,221.3,215.3
3.65,226.9,228.5
3.7,224.20000000000002,229.70000000000002
3.75,232.10000000000002,231.0
3.8,229.4,227.70000000000002
3.85,231.0,234.10000000000002
3.9,246.4,244.60000000000002
3.95,244.8,239.9
4.0,240.70000000000002,240.60000000000002
4.05,234.5,239.9
4.1,250.20000000000002,245.20000000000002
4.15,244.5,248.10000000000002
4.2,246.8,246.9
4.25,255.3,251.5
4.3,253.4,256.6
4.35,260.1,260.40000000000003
4.4,258.7,258.40000000000003
4.45,260.7,262.7
4.5,266.7,268.0
4.55,272.1,266.1
4.6,279.5,280.7
4.65,289.8,286.7
4.7,288.0,290.3
4.75,313.20000000000005,312.8
4.8,324.1,318.1
4.85,321.90000000000003,322.70000000000005
4.9,337.0,336.0
4.95,329.0,335.70000000000005
5.0,342.90000000000003,346.3
5.05,350.40000000000003,351.40000000000003
5.1,358.0,358.3
5.15,369.6,371.8
5.2,369.3,371.70000000000005
5.25,369.1,371.0
5.3,383.1,379.3
5.35,400.5,398.70000000000005
5.4,400.90000000000003,401.5
5.45,407.6,409.90000000000003
5.5,434.20000000000005,422.40000000000003
5.55,428.5,433.0
5.6,440.8,439.3
5.65,426.5,430.5
5.7,428.1,437.6
5.75,447.70000000000005,438.1
5.8,450.3,458.40000000000003
5.85,459.1,457.1
5.9,464.90000000000003,466.3
5.95,476.0,476.5
6.0,484.3,490.5
6.05,501.0,496.3
6.1,515.8000000000001,514.3000000000001
6.15,534.7,539.1
6.2,548.5,551.3000000000001
6.25,546.3000000000001,547.7
6.3,548.9,546.5
6.35,554.9,563.1
6.4,578.7,573.0
6.45,580.0,585.1
6.5,589.5,592.9
6.55,590.0,588.3000000000001
6.6,582.8000000000001,588.0
