Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,30.6,29.200000000000003
0.1,46.300000000000004,47.300000000000004
0.15,46.2,46.300000000000004
0.2,48.6,48.300000000000004
0.25,51.5,51.900000000000006
0.3,52.7,55.6
0.35,49.6,50.5
0.4,55.1,53.900000000000006
0.45,61.900000000000006,57.0
0.5,54.6,55.800000000000004
0.55,66.10000000000001,61.900000000000006
0.6,64.10000000000001,61.400000000000006
0.65,68.7,70.60000000000001
0.7,64.3,65.3
0.75,65.0,65.5
0.8,65.4,68.0
0.85,63.0,63.2
0.9,67.2,64.2
0.95,70.8,70.2
1.0,68.9,67.3
1.05,62.7,62.6
1.1,64.60000000000001,64.3
1.15,68.5,71.0
1.2,69.9,73.5
1.25,78.9,78.60000000000001
1.3,80.10000000000001,79.60000000000001
1.35,81.9,77.9
1.4,75.8,76.60000000000001
1.45,68.8,70.2
1.5,64.9,66.4
1.55,66.10000000000001,64.10000000000001
1.6,62.0,61.6
1.65,70.4,69.7
1.7,71.9,73.3
1.75,78.9,79.0
1.8,85.10000000000001,82.2
1.85,85.7,87.30000000000001
1.9,90.9,87.7
1.95,94.10000000000001,93.60000000000001
2.0,106.80000000000001,102.7
2.05,106.10000000000001,109.4
2.1,108.10000000000001,108.80000000000001
2.15,101.4,102.4
2.2,96.80000000000001,98.60000000000001
2.25,107.30000000000001,107.10000000000001
2.3,110.30000000000001,111.5
2.35,108.0,107.7
2.4,102.30000000000001,106.10000000000001
2.45,96.5,97.9
2.5,96.7,89.80000000000001
2.55,94.9,94.0
2.6,87.2,88.80000000000001
2.65,94.30000000000001,93.5
2.7,92.0,88.2
2.75,97.30000000000001,94.30000000000001
2.8,98.5,99.4
2.85,105.2,105.10000000000001
2.9,98.30000000000001,98.0
2.95,103.9,106.10000000000001
3.0,112.4,112.0
3.05,111.80000000000001,112.0
3.1,119.5,119.10000000000001
3.15,122.5,126.60000000000001
3.2,119.0,120.5
3.25,122.2,119.7
3.3,123.5,126.30000000000001
3.35,122.60000000000001,120.5
3.4,130.6,133.20000000000002
3.45,128.0,129.0
