Time (s),Total A4 (uM),Total B4 (uM)
8.5,70.9,70.9
8.55,71.10000000000001,68.3
8.6,68.7,68.4
8.65,74.3,69.3
8.7,70.0,69.9
8.75,69.60000000000001,66.5
8.8,64.8,63.5
8.85,65.2,66.8
8.9,65.4,63.400000000000006
8.95,67.2,69.10000000000001
9.0,67.8,69.7
9.05,67.4,66.5
9.1,66.10000000000001,66.9
9.15,71.9,71.9
9.2,77.0,72.3
9.25,75.2,76.9
9.3,67.7,66.9
9.35,63.6,61.800000000000004
9.4,57.900000000000006,62.6
9.45,58.5,55.400000000000006
9.5,63.900000000000006,61.2
9.55,60.6,64.0
9.6,57.400000000000006,57.300000000000004
9.65,54.300000000000004,55.400000000000006
9.7,52.1,53.1
9.75,54.6,55.7
9.8,55.900000000000006,54.900000000000006
9.85,59.1,53.300000000000004
9.9,61.2,63.300000000000004
9.95,63.300000000000004,61.800000000000004
10.0,58.5,61.2
