Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,30.200000000000003,29.400000000000002
0.1,36.7,34.6
0.15,43.6,42.0
0.2,41.5,42.0
0.25,46.5,49.300000000000004
0.3,49.400000000000006,49.0
0.35,49.6,48.300000000000004
0.4,54.400000000000006,54.1
0.45,55.5,55.5
0.5,72.0,69.4
0.55,74.60000000000001,73.7
0.6,78.0,77.7
0.65,74.5,76.2
0.7,76.5,81.10000000000001
0.75,76.4,76.5
0.8,78.30000000000001,80.10000000000001
0.85,75.0,75.5
0.9,82.80000000000001,82.0
0.95,85.7,84.2
1.0,87.60000000000001,86.60000000000001
1.05,94.60000000000001,94.10000000000001
1.1,92.80000000000001,89.7
1.15,90.2,90.2
1.2,88.60000000000001,84.2
1.25,90.10000000000001,89.7
1.3,88.5,91.80000000000001
1.35,89.5,95.5
1.4,97.4,94.60000000000001
1.45,96.9,98.10000000000001
1.5,96.2,98.5
1.55,90.30000000000001,91.2
1.6,91.4,91.4
1.65,91.30000000000001,91.5
1.7,98.0,97.10000000000001
1.75,101.80000000000001,99.4
1.8,99.30000000000001,101.30000000000001
1.85,107.5,109.80000000000001
1.9,104.80000000000001,107.0
1.95,106.2,103.4
2.0,112.0,108.30000000000001
2.05,114.60000000000001,111.7
2.1,117.30000000000001,116.4
2.15,116.2,115.4
2.2,119.7,120.2
2.25,117.30000000000001,121.4
2.3,125.80000000000001,123.9
2.35,115.10000000000001,116.4
2.4,116.7,117.80000000000001
2.45,121.0,126.10000000000001
2.5,117.2,115.9
2.55,128.4,125.4
2.6,128.1,127.9
2.65,123.0,127.5
2.7,118.4,119.10000000000001
2.75,119.7,115.2
2.8,106.4,106.7
2.85,107.30000000000001,109.60000000000001
2.9,106.80000000000001,105.30000000000001
2.95,99.0,99.0
3.0,102.2,99.7
3.05,102.9,105.4
3.1,93.5,91.80000000000001
3.15,87.4,88.4
3.2,85.7,86.7
3.25,88.80000000000001,90.60000000000001
3.3,84.80000000000001,83.60000000000001
3.35,85.80000000000001,87.60000000000001
3.4,84.0,84.0
3.45,87.60000000000001,86.9
3.5,84.9,86.60000000000001
3.55,88.7,86.10000000000001
3.6,95.80000000000001,93.2
3.65,84.30000000000001,89.10000000000001
3.7,83.2,83.9
3.75,82.7,86.2
3.8,80.5,80.5
3.85,78.7,79.60000000000001
3.9,85.4,82.0
3.95,85.4,88.9
4.0,90.2,88.0
4.05,95.0,94.30000000000001
4.1,90.9,95.10000000000001
4.15,95.10000000000001,92.9
4.2,95.7,94.80000000000001
4.25,105.60000000000001,105.5
4.3,106.9,108.80000000000001
4.35,105.7,108.80000000000001
4.4,105.60000000000001,107.60000000000001
