Time (s),Total A4 (uM),Total B4 (uM)
5.7,101.60000000000001,101.10000000000001
5.75,94.60000000000001,95.4
5.8,88.5,84.4
5.85,93.4,91.7
5.9,90.80000000000001,89.4
5.95,93.2,96.30000000000001
6.0,97.10000000000001,97.80000000000001
6.05,104.60000000000001,103.10000000000001
6.1,109.7,111.0
6.15,110.10000000000001,110.30000000000001
6.2,105.60000000000001,102.9
6.25,105.80000000000001,106.60000000000001
6.3,106.0,106.80000000000001
6.35,111.7,107.60000000000001
6.4,108.60000000000001,105.7
6.45,104.5,107.60000000000001
6.5,112.7,112.0
6.55,111.30000000000001,106.30000000000001
6.6,108.9,109.80000000000001
6.65,114.9,117.5
6.7,125.80000000000001,125.5
6.75,119.2,120.0
6.8,120.4,117.9
6.85,111.80000000000001,109.80000000000001
6.9,109.30000000000001,105.80000000000001
6.95,101.30000000000001,100.0
7.0,103.0,100.30000000000001
7.05,99.7,98.30000000000001
7.1,100.80000000000001,96.60000000000001
7.15,98.9,99.60000000000001
7.2,99.0,102.4
7.25,100.5,98.7
7.3,96.7,97.10000000000001
7.35,102.7,100.80000000000001
7.4,104.2,97.5
7.45,97.5,96.0
7.5,97.10000000000001,93.30000000000001
7.55,97.7,100.0
7.6,93.7,93.7
7.65,89.4,90.7
7.7,95.30000000000001,94.30000000000001
7.75,90.80000000000001,91.30000000000001
7.8,97.80000000000001,101.2
7.85,106.30000000000001,104.30000000000001
7.9,104.5,109.0
7.95,111.5,106.9
8.0,114.2,115.30000000000001
8.05,108.7,107.5
8.1,111.80000000000001,112.80000000000001
8.15,108.7,108.10000000000001
8.2,108.2,113.80000000000001
8.25,114.30000000000001,116.0
8.3,114.80000000000001,116.5
8.35,121.9,122.30000000000001
8.4,133.6,131.6
8.45,140.6,138.5
8.5,134.9,134.70000000000002
8.55,138.6,138.0
8.6,138.8,136.5
8.65,129.5,133.5
8.7,148.20000000000002,149.6
8.75,152.20000000000002,152.4
8.8,150.4,149.20000000000002
8.85,152.0,153.0
8.9,163.60000000000002,163.8
8.95,163.10000000000002,160.0
9.0,167.4,167.3
9.05,173.20000000000002,175.70000000000002
9.1,175.70000000000002,174.5
9.15,185.0,184.10000000000002
9.2,188.9,186.60000000000002
9.25,188.8,189.3
9.3,194.5,192.60000000000002
9.35,196.10000000000002,194.60000000000002
9.4,188.10000000000002,186.9
9.45,185.3,182.8
9.5,192.9,190.5
9.55,194.4,203.20000000000002
9.6,198.70000000000002,197.8
9.65,200.10000000000002,199.9
9.7,198.5,199.60000000000002
9.75,198.20000000000002,201.20000000000002
9.8,183.9,184.60000000000002
9.85,180.5,181.60000000000002
9.9,183.70000000000002,186.0
9.95,183.8,186.10000000000002
10.0,192.8,186.8
