Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,32.5,32.1
0.1,36.6,40.7
0.15,43.400000000000006,46.0
0.2,50.400000000000006,49.5
0.25,50.1,48.5
0.3,55.6,54.2
0.35,56.5,55.7
0.4,57.6,56.5
0.45,59.5,55.800000000000004
0.5,61.0,59.7
0.55,53.5,53.2
0.6,53.900000000000006,51.2
0.65,59.1,58.5
0.7,55.5,57.2
0.75,57.900000000000006,59.5
0.8,63.7,64.60000000000001
0.85,63.400000000000006,63.7
0.9,69.10000000000001,68.7
0.95,68.60000000000001,66.4
1.0,68.60000000000001,64.2
1.05,68.0,72.60000000000001
1.1,69.4,67.0
1.15,75.2,72.8
1.2,70.4,70.8
1.25,70.10000000000001,71.4
1.3,70.8,70.9
1.35,65.3,63.800000000000004
1.4,68.4,67.9
1.45,68.7,67.0
1.5,71.3,71.10000000000001
1.55,74.0,73.3
1.6,75.60000000000001,76.3
1.65,83.4,83.4
1.7,85.10000000000001,85.2
1.75,87.5,83.80000000000001
1.8,88.10000000000001,90.5
1.85,84.10000000000001,83.4
1.9,79.30000000000001,77.10000000000001
1.95,74.8,76.7
2.0,77.2,76.10000000000001
2.05,78.7,81.60000000000001
2.1,85.9,84.60000000000001
2.15,85.0,85.80000000000001
2.2,84.4,82.0
2.25,81.5,81.30000000000001
2.3,72.9,76.3
2.35,73.0,71.7
2.4,72.3,69.60000000000001
2.45,73.3,69.8
2.5,66.9,67.9
2.55,77.30000000000001,73.60000000000001
2.6,71.0,70.60000000000001
2.65,70.60000000000001,72.5
2.7,62.5,59.300000000000004
2.75,56.400000000000006,55.800000000000004
2.8,56.7,56.7
2.85,56.400000000000006,54.1
2.9,61.1,56.7
2.95,61.5,58.1
3.0,64.9,63.800000000000004
3.05,57.800000000000004,59.1
3.1,55.900000000000006,55.2
3.15,50.6,49.7
3.2,57.1,60.6
3.25,58.5,57.6
3.3,60.400000000000006,59.300000000000004
3.35,58.900000000000006,59.5
3.4,57.1,58.0
3.45,60.800000000000004,57.0
3.5,65.0,60.900000000000006
3.55,63.400000000000006,63.0
3.6,62.5,62.1
3.65,65.10000000000001,63.900000000000006
3.7,60.5,60.400000000000006
3.75,61.2,59.900000000000006
3.8,65.10000000000001,65.3
3.85,70.60000000000001,71.4
3.9,70.5,74.7
3.95,60.5,62.900000000000006
4.0,66.8,62.1
4.05,68.9,68.9
4.1,68.8,67.9
4.15,71.7,68.5
4.2,67.8,70.4
4.25,64.7,69.0
4.3,66.10000000000001,68.0
4.35,67.0,66.0
4.4,65.60000000000001,64.5
4.45,66.60000000000001,64.0
4.5,66.0,61.300000000000004
4.55,62.800000000000004,65.7
4.6,60.5,59.7
4.65,58.5,61.300000000000004
4.7,53.6,55.800000000000004
4.75,56.900000000000006,59.400000000000006
4.8,59.0,60.2
4.85,56.5,57.300000000000004
4.9,58.7,60.300000000000004
4.95,61.1,57.400000000000006
5.0,56.5,55.0
5.05,51.5,52.6
5.1,56.0,57.2
5.15,56.0,56.300000000000004
5.2,60.2,58.800000000000004
5.25,58.300000000000004,58.800000000000004
5.3,64.4,63.900000000000006
5.35,59.7,64.8
5.4,69.4,69.60000000000001
5.45,74.9,75.0
5.5,75.0,75.4
5.55,75.2,76.60000000000001
5.6,73.3,74.8
5.65,70.8,71.10000000000001
5.7,69.7,69.4
5.75,72.4,74.10000000000001
5.8,67.2,66.60000000000001
5.85,65.0,63.5
5.9,64.60000000000001,63.300000000000004
5.95,62.300000000000004,62.5
6.0,70.10000000000001,69.3
6.05,71.9,70.2
6.1,68.10000000000001,69.9
6.15,70.60000000000001,74.10000000000001
6.2,69.8,68.4
6.25,64.9,61.2
6.3,69.0,68.0
6.35,66.9,69.2
6.4,67.9,68.9
6.45,61.400000000000006,63.0
6.5,62.900000000000006,65.8
6.55,65.8,67.8
6.6,65.60000000000001,61.2
6.65,66.8,64.7
6.7,70.8,70.3
6.75,71.7,72.2
6.8,71.10000000000001,73.7
6.85,74.5,77.2
6.9,76.5,79.60000000000001
6.95,77.2,80.7
7.0,83.10000000000001,83.5
7.05,90.0,87.10000000000001
7.1,90.0,91.60000000000001
7.15,87.5,91.10000000000001
7.2,85.60000000000001,83.0
7.25,78.7,78.30000000000001
7.3,80.2,81.2
7.35,83.5,85.5
7.4,83.9,87.4
7.45,86.0,83.0
7.5,81.5,79.80000000000001
7.55,82.30000000000001,79.80000000000001
7.6,81.80000000000001,81.7
7.65,79.9,78.0
7.7,74.0,74.10000000000001
7.75,76.60000000000001,77.9
7.8,74.9,75.4
7.85,73.7,74.10000000000001
7.9,68.5,69.2
7.95,74.5,75.2
8.0,73.5,74.8
8.05,71.9,71.9
8.1,76.0,74.3
8.15,79.80000000000001,77.60000000000001
8.2,75.3,74.2
8.25,70.3,69.0
8.3,66.5,66.5
8.35,67.2,68.60000000000001
8.4,68.60000000000001,68.8
8.45,72.3,71.3
8.5,70.9,67.9
8.55,68.9,68.3
8.6,61.5,59.6
8.65,64.60000000000001,65.5
8.7,58.7,60.900000000000006
8.75,65.0,61.6
8.8,52.0,53.800000000000004
8.85,56.6,55.7
8.9,54.0,52.800000000000004
8.95,56.300000000000004,56.800000000000004
9.0,54.7,52.800000000000004
9.05,49.800000000000004,51.5
9.1,46.900000000000006,48.300000000000004
9.15,46.5,46.2
9.2,49.2,45.300000000000004
9.25,50.300000000000004,52.2
9.3,50.300000000000004,52.7
9.35,55.6,54.2
9.4,53.900000000000006,52.5
9.45,51.6,54.5
9.5,55.0,58.2
9.55,55.300000000000004,55.7
9.6,62.900000000000006,58.900000000000006
9.65,59.900000000000006,59.1
9.7,58.7,58.7
9.75,61.900000000000006,64.2
9.8,61.800000000000004,62.800000000000004
9.85,56.7,54.400000000000006
9.9,57.1,56.400000000000006
9.95,52.400000000000006,54.5
10.0,53.800000000000004,54.800000000000004
