Time (s),Total A4 (uM),Total B4 (uM)
8.25,231.70000000000002,229.9
8.3,231.3,229.8
8.35,226.4,227.4
8.4,244.0,237.3
8.45,230.3,233.3
8.5,224.3,227.3
8.55,226.60000000000002,226.10000000000002
8.6,225.10000000000002,228.8
8.65,221.0,222.9
8.7,226.4,225.3
8.75,243.4,240.0
8.8,246.3,249.8
8.85,254.3,253.0
8.9,253.20000000000002,250.5
8.95,256.90000000000003,256.90000000000003
9.0,257.5,254.4
9.05,273.40000000000003,275.6
9.1,279.5,277.8
9.15,281.90000000000003,279.40000000000003
9.2,285.5,282.90000000000003
9.25,286.40000000000003,291.0
9.3,285.90000000000003,286.8
9.35,274.1,280.2
9.4,276.90000000000003,278.3
9.45,274.8,273.7
9.5,288.8,286.90000000000003
9.55,286.1,284.2
9.6,307.20000000000005,302.90000000000003
9.65,314.8,305.1
9.7,307.5,310.5
9.75,312.5,311.90000000000003
9.8,300.40000000000003,299.7
9.85,300.8,298.90000000000003
9.9,292.40000000000003,284.3
9.95,293.1,294.8
10.0,301.2,301.2
