Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,22.144,16.607999999999997
4.000009999984225,38.751999999999995,38.751999999999995
6.000009999972347,38.751999999999995,38.751999999999995
8.00000999996047,51.208,44.288
10.000009999948592,52.592,53.976
12.000009999936713,49.824,60.895999999999994
14.000009999924837,51.208,53.976
16.000009999978012,55.36,52.592
18.00000000031308,66.43199999999999,78.88799999999999
20.000000000648146,70.58399999999999,58.12799999999999
22.00000000098321,76.11999999999999,56.74399999999999
24.000000001318284,81.65599999999999,73.35199999999999
26.000000001653344,70.58399999999999,78.88799999999999
28.000000001988415,71.96799999999999,78.88799999999999
30.000000002323482,65.048,71.96799999999999
32.000000002658545,69.19999999999999,53.976
34.000000002993616,73.35199999999999,63.663999999999994
36.00000000332868,67.81599999999999,59.51199999999999
38.00000000366375,74.73599999999999,59.51199999999999
40.000000003998814,65.048,66.43199999999999
42.000000004333884,71.96799999999999,71.96799999999999
44.00000000466895,74.73599999999999,66.43199999999999
46.00000000500402,81.65599999999999,77.50399999999999
48.00000000533908,80.27199999999999,80.27199999999999
50.00000000567415,94.112,78.88799999999999
52.000000006009216,94.112,102.416
54.00000000634429,94.112,94.112
56.00000000667935,107.952,94.112
58.00000000701443,105.184,94.112
60.000000007349485,103.8,96.88
62.00000000768456,103.8,103.8
64.00000000697878,113.48799999999999,101.032
66.00000000592607,114.87199999999999,107.952
68.00000000487336,117.63999999999999,110.72
70.00000000382063,116.25599999999999,113.48799999999999
72.00000000276792,120.40799999999999,119.02399999999999
74.00000000171522,134.248,130.096
76.00000000066251,128.712,124.55999999999999
78.00000999960979,124.55999999999999,142.552
80.00000999855708,137.016,137.016
82.00000999750436,142.552,139.784
84.00000999645165,145.32,138.39999999999998
86.00000999539894,142.552,139.784
88.00000999434621,142.552,131.48
90.00000999329352,138.39999999999998,130.096
92.00000999224079,130.096,130.096
94.0000099911881,134.248,130.096
96.0000099901354,135.63199999999998,130.096
98.00000998908267,123.17599999999999,131.48
100.00000998802996,121.79199999999999,137.016
102.00000998697723,119.02399999999999,128.712
104.00000998592454,124.55999999999999,127.32799999999999
106.00000998487184,132.86399999999998,132.86399999999998
108.00000998381913,141.16799999999998,137.016
110.0000099827664,148.088,146.70399999999998
112.00000998171369,143.93599999999998,142.552
114.00000998066096,139.784,130.096
116.00000997960827,132.86399999999998,142.552
118.00000997855554,125.94399999999999,132.86399999999998
120.00000997750284,134.248,137.016
122.00000997645014,138.39999999999998,130.096
124.00000997539742,143.93599999999998,138.39999999999998
126.0000099743447,146.70399999999998,152.23999999999998
128.000009973292,148.088,152.23999999999998
130.0000099722393,145.32,142.552
132.00000997118659,135.63199999999998,135.63199999999998
134.00000997013387,145.32,130.096
136.00000996908116,149.47199999999998,131.48
138.00000996802845,152.23999999999998,128.712
140.00000996697574,160.54399999999998,134.248
142.00000996592303,148.088,149.47199999999998
144.00000996487032,159.16,142.552
146.0000099638176,143.93599999999998,149.47199999999998
148.0000099627649,137.016,138.39999999999998
150.00000996171215,142.552,137.016
152.00000996065947,142.552,143.93599999999998
154.00000995960676,145.32,138.39999999999998
156.00000995855405,146.70399999999998,148.088
158.00000995750133,160.54399999999998,149.47199999999998
160.00000995644862,179.92,163.31199999999998
162.0000099553959,173.0,177.152
164.0000099543432,164.696,170.232
166.0000099532905,166.07999999999998,179.92
168.00000995223775,168.84799999999998,179.92
170.00000995118506,170.232,175.768
172.00000995013235,173.0,170.232
174.00000994907967,173.0,163.31199999999998
176.00000994802693,167.464,163.31199999999998
178.00000994697422,157.77599999999998,166.07999999999998
180.0000099459215,148.088,150.856
182.00000994486882,149.47199999999998,139.784
184.00000994381608,148.088,137.016
186.00000994276337,157.77599999999998,139.784
188.00000994171066,139.784,137.016
190.00000994065795,138.39999999999998,139.784
192.00000993960526,138.39999999999998,146.70399999999998
194.0000099385525,149.47199999999998,150.856
196.0000099374998,153.624,148.088
198.0000099364471,157.77599999999998,141.16799999999998
200.00000993539442,138.39999999999998,135.63199999999998
202.00000993434168,132.86399999999998,131.48
204.00000993328896,135.63199999999998,132.86399999999998
206.00000993223625,132.86399999999998,125.94399999999999
208.00000993118357,114.87199999999999,113.48799999999999
210.0000099301308,112.10399999999998,120.40799999999999
212.00000992907812,116.25599999999999,121.79199999999999
214.0000099280254,110.72,119.02399999999999
216.0000099269727,99.648,113.48799999999999
218.00000992592,92.728,102.416
220.00000992486727,98.264,106.568
222.00000992381453,102.416,107.952
224.00000992276185,99.648,89.96
226.00000992170916,99.648,94.112
228.0000099206564,88.576,88.576
230.0000099196037,106.568,87.192
232.00000991855106,99.648,101.032
234.00000991749832,95.496,102.416
236.0000099164456,92.728,101.032
238.00000991539292,116.25599999999999,94.112
240.0000099143401,101.032,107.952
242.00000991328747,99.648,106.568
244.0000099122347,102.416,106.568
246.00000991118202,99.648,107.952
