Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,22.144,16.607999999999997
4.000009999984225,16.607999999999997,22.144
6.000009999972347,33.215999999999994,24.912
8.00000999996047,33.215999999999994,26.296
10.000009999948592,38.751999999999995,35.983999999999995
12.000009999936713,51.208,42.903999999999996
14.000009999924837,51.208,55.36
16.000009999978012,59.51199999999999,53.976
18.00000000031308,62.279999999999994,58.12799999999999
20.000000000648146,74.73599999999999,60.895999999999994
22.00000000098321,73.35199999999999,74.73599999999999
24.000000001318284,76.11999999999999,87.192
26.000000001653344,81.65599999999999,81.65599999999999
28.000000001988415,91.344,88.576
30.000000002323482,85.80799999999999,91.344
32.000000002658545,84.42399999999999,85.80799999999999
34.000000002993616,85.80799999999999,84.42399999999999
36.00000000332868,96.88,84.42399999999999
38.00000000366375,83.03999999999999,84.42399999999999
40.000000003998814,85.80799999999999,84.42399999999999
42.000000004333884,91.344,91.344
44.00000000466895,96.88,95.496
46.00000000500402,105.184,112.10399999999998
48.00000000533908,106.568,117.63999999999999
50.00000000567415,112.10399999999998,107.952
52.000000006009216,127.32799999999999,120.40799999999999
54.00000000634429,127.32799999999999,127.32799999999999
56.00000000667935,120.40799999999999,134.248
58.00000000701443,127.32799999999999,121.79199999999999
60.000000007349485,117.63999999999999,125.94399999999999
62.00000000768456,116.25599999999999,134.248
64.00000000697878,119.02399999999999,128.712
66.00000000592607,114.87199999999999,123.17599999999999
68.00000000487336,117.63999999999999,119.02399999999999
70.00000000382063,117.63999999999999,116.25599999999999
72.00000000276792,121.79199999999999,113.48799999999999
74.00000000171522,120.40799999999999,110.72
76.00000000066251,123.17599999999999,119.02399999999999
78.00000999960979,123.17599999999999,123.17599999999999
80.00000999855708,125.94399999999999,127.32799999999999
82.00000999750436,130.096,119.02399999999999
84.00000999645165,124.55999999999999,116.25599999999999
86.00000999539894,125.94399999999999,120.40799999999999
88.00000999434621,106.568,114.87199999999999
90.00000999329352,116.25599999999999,116.25599999999999
92.00000999224079,114.87199999999999,121.79199999999999
94.0000099911881,107.952,121.79199999999999
96.0000099901354,96.88,114.87199999999999
98.00000998908267,102.416,105.184
100.00000998802996,99.648,99.648
102.00000998697723,101.032,96.88
104.00000998592454,101.032,99.648
106.00000998487184,102.416,101.032
108.00000998381913,103.8,109.336
110.0000099827664,113.48799999999999,109.336
112.00000998171369,119.02399999999999,121.79199999999999
114.00000998066096,105.184,110.72
116.00000997960827,116.25599999999999,125.94399999999999
118.00000997855554,120.40799999999999,119.02399999999999
120.00000997750284,127.32799999999999,119.02399999999999
122.00000997645014,123.17599999999999,112.10399999999998
124.00000997539742,132.86399999999998,120.40799999999999
126.0000099743447,123.17599999999999,116.25599999999999
128.000009973292,124.55999999999999,116.25599999999999
130.0000099722393,127.32799999999999,127.32799999999999
132.00000997118659,130.096,130.096
134.00000997013387,125.94399999999999,142.552
136.00000996908116,127.32799999999999,132.86399999999998
138.00000996802845,127.32799999999999,131.48
140.00000996697574,145.32,130.096
142.00000996592303,146.70399999999998,131.48
144.00000996487032,138.39999999999998,132.86399999999998
146.0000099638176,141.16799999999998,141.16799999999998
148.0000099627649,135.63199999999998,135.63199999999998
150.00000996171215,130.096,130.096
152.00000996065947,146.70399999999998,137.016
154.00000995960676,128.712,132.86399999999998
156.00000995855405,125.94399999999999,124.55999999999999
158.00000995750133,132.86399999999998,135.63199999999998
160.00000995644862,130.096,127.32799999999999
162.0000099553959,137.016,116.25599999999999
164.0000099543432,148.088,121.79199999999999
166.0000099532905,137.016,124.55999999999999
168.00000995223775,128.712,127.32799999999999
170.00000995118506,139.784,114.87199999999999
172.00000995013235,128.712,131.48
174.00000994907967,127.32799999999999,156.392
176.00000994802693,139.784,145.32
178.00000994697422,134.248,152.23999999999998
180.0000099459215,155.00799999999998,153.624
182.00000994486882,166.07999999999998,137.016
184.00000994381608,149.47199999999998,145.32
186.00000994276337,149.47199999999998,150.856
188.00000994171066,141.16799999999998,152.23999999999998
190.00000994065795,152.23999999999998,157.77599999999998
192.00000993960526,160.54399999999998,156.392
194.0000099385525,159.16,161.928
196.0000099374998,156.392,175.768
198.0000099364471,171.61599999999999,160.54399999999998
200.00000993539442,163.31199999999998,163.31199999999998
202.00000993434168,174.384,166.07999999999998
204.00000993328896,166.07999999999998,164.696
206.00000993223625,161.928,179.92
208.00000993118357,157.77599999999998,163.31199999999998
210.0000099301308,155.00799999999998,152.23999999999998
212.00000992907812,142.552,148.088
214.0000099280254,137.016,139.784
216.0000099269727,135.63199999999998,130.096
218.00000992592,135.63199999999998,131.48
220.00000992486727,134.248,135.63199999999998
222.00000992381453,139.784,132.86399999999998
224.00000992276185,142.552,132.86399999999998
226.00000992170916,138.39999999999998,137.016
228.0000099206564,138.39999999999998,143.93599999999998
230.0000099196037,143.93599999999998,150.856
