Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,12.456,20.759999999999998
4.000009999984225,29.063999999999997,34.599999999999994
6.000009999972347,29.063999999999997,33.215999999999994
8.00000999996047,42.903999999999996,45.672
10.000009999948592,55.36,49.824
12.000009999936713,56.74399999999999,49.824
14.000009999924837,55.36,62.279999999999994
16.000009999978012,59.51199999999999,53.976
18.00000000031308,62.279999999999994,62.279999999999994
20.000000000648146,60.895999999999994,49.824
22.00000000098321,55.36,59.51199999999999
24.000000001318284,42.903999999999996,51.208
26.000000001653344,42.903999999999996,55.36
28.000000001988415,34.599999999999994,44.288
30.000000002323482,55.36,60.895999999999994
32.000000002658545,56.74399999999999,53.976
34.000000002993616,51.208,51.208
36.00000000332868,48.44,60.895999999999994
38.00000000366375,52.592,53.976
40.000000003998814,62.279999999999994,63.663999999999994
42.000000004333884,67.81599999999999,65.048
44.00000000466895,76.11999999999999,69.19999999999999
46.00000000500402,85.80799999999999,91.344
48.00000000533908,80.27199999999999,83.03999999999999
50.00000000567415,84.42399999999999,81.65599999999999
52.000000006009216,84.42399999999999,92.728
54.00000000634429,84.42399999999999,94.112
56.00000000667935,96.88,102.416
58.00000000701443,106.568,106.568
60.000000007349485,114.87199999999999,119.02399999999999
62.00000000768456,102.416,109.336
64.00000000697878,105.184,112.10399999999998
66.00000000592607,121.79199999999999,130.096
68.00000000487336,135.63199999999998,127.32799999999999
70.00000000382063,125.94399999999999,131.48
72.00000000276792,139.784,131.48
74.00000000171522,139.784,135.63199999999998
76.00000000066251,148.088,130.096
78.00000999960979,141.16799999999998,135.63199999999998
80.00000999855708,135.63199999999998,132.86399999999998
82.00000999750436,142.552,139.784
84.00000999645165,152.23999999999998,139.784
86.00000999539894,148.088,149.47199999999998
88.00000999434621,143.93599999999998,137.016
90.00000999329352,131.48,138.39999999999998
92.00000999224079,124.55999999999999,139.784
94.0000099911881,134.248,138.39999999999998
96.0000099901354,139.784,145.32
98.00000998908267,152.23999999999998,156.392
100.00000998802996,153.624,159.16
102.00000998697723,159.16,159.16
104.00000998592454,161.928,159.16
106.00000998487184,164.696,157.77599999999998
108.00000998381913,163.31199999999998,166.07999999999998
110.0000099827664,161.928,159.16
112.00000998171369,161.928,149.47199999999998
114.00000998066096,164.696,161.928
116.00000997960827,167.464,157.77599999999998
118.00000997855554,166.07999999999998,155.00799999999998
120.00000997750284,181.30399999999997,175.768
122.00000997645014,181.30399999999997,186.83999999999997
124.00000997539742,184.07199999999997,188.224
126.0000099743447,189.60799999999998,179.92
128.000009973292,184.07199999999997,186.83999999999997
130.0000099722393,196.528,193.76
132.00000997118659,206.21599999999998,190.992
134.00000997013387,207.6,190.992
136.00000996908116,204.832,204.832
138.00000996802845,192.37599999999998,200.67999999999998
140.00000996697574,203.44799999999998,190.992
142.00000996592303,206.21599999999998,200.67999999999998
144.00000996487032,178.53599999999997,186.83999999999997
146.0000099638176,188.224,186.83999999999997
148.0000099627649,199.296,190.992
150.00000996171215,190.992,181.30399999999997
152.00000996065947,188.224,184.07199999999997
154.00000995960676,170.232,179.92
156.00000995855405,171.61599999999999,174.384
158.00000995750133,171.61599999999999,164.696
