Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,15.223999999999998,15.223999999999998
4.000009999984225,30.447999999999997,26.296
6.000009999972347,20.759999999999998,34.599999999999994
8.00000999996047,42.903999999999996,40.135999999999996
10.000009999948592,48.44,45.672
12.000009999936713,62.279999999999994,59.51199999999999
14.000009999924837,71.96799999999999,66.43199999999999
16.000009999978012,51.208,56.74399999999999
18.00000000031308,58.12799999999999,52.592
20.000000000648146,52.592,58.12799999999999
22.00000000098321,58.12799999999999,62.279999999999994
24.000000001318284,66.43199999999999,69.19999999999999
26.000000001653344,73.35199999999999,70.58399999999999
28.000000001988415,70.58399999999999,83.03999999999999
30.000000002323482,77.50399999999999,81.65599999999999
32.000000002658545,73.35199999999999,71.96799999999999
34.000000002993616,92.728,84.42399999999999
36.00000000332868,94.112,87.192
38.00000000366375,109.336,103.8
40.000000003998814,110.72,102.416
42.000000004333884,106.568,110.72
44.00000000466895,116.25599999999999,120.40799999999999
46.00000000500402,123.17599999999999,113.48799999999999
48.00000000533908,107.952,110.72
50.00000000567415,107.952,117.63999999999999
52.000000006009216,109.336,117.63999999999999
54.00000000634429,110.72,117.63999999999999
56.00000000667935,119.02399999999999,109.336
58.00000000701443,120.40799999999999,103.8
60.000000007349485,125.94399999999999,107.952
62.00000000768456,120.40799999999999,114.87199999999999
64.00000000697878,102.416,101.032
66.00000000592607,101.032,99.648
68.00000000487336,106.568,102.416
70.00000000382063,123.17599999999999,105.184
72.00000000276792,119.02399999999999,112.10399999999998
74.00000000171522,113.48799999999999,112.10399999999998
76.00000000066251,116.25599999999999,113.48799999999999
78.00000999960979,116.25599999999999,113.48799999999999
80.00000999855708,119.02399999999999,135.63199999999998
82.00000999750436,121.79199999999999,130.096
84.00000999645165,131.48,135.63199999999998
86.00000999539894,131.48,134.248
88.00000999434621,142.552,148.088
90.00000999329352,145.32,135.63199999999998
92.00000999224079,121.79199999999999,131.48
94.0000099911881,120.40799999999999,119.02399999999999
96.0000099901354,124.55999999999999,127.32799999999999
98.00000998908267,121.79199999999999,125.94399999999999
100.00000998802996,128.712,127.32799999999999
102.00000998697723,124.55999999999999,138.39999999999998
104.00000998592454,138.39999999999998,132.86399999999998
106.00000998487184,141.16799999999998,132.86399999999998
108.00000998381913,146.70399999999998,127.32799999999999
110.0000099827664,137.016,124.55999999999999
112.00000998171369,125.94399999999999,125.94399999999999
114.00000998066096,117.63999999999999,131.48
116.00000997960827,119.02399999999999,128.712
118.00000997855554,127.32799999999999,137.016
120.00000997750284,116.25599999999999,139.784
122.00000997645014,119.02399999999999,135.63199999999998
124.00000997539742,124.55999999999999,128.712
126.0000099743447,130.096,132.86399999999998
128.000009973292,123.17599999999999,128.712
130.0000099722393,114.87199999999999,125.94399999999999
132.00000997118659,113.48799999999999,127.32799999999999
134.00000997013387,117.63999999999999,130.096
136.00000996908116,138.39999999999998,131.48
138.00000996802845,139.784,132.86399999999998
140.00000996697574,139.784,134.248
142.00000996592303,137.016,137.016
144.00000996487032,139.784,138.39999999999998
146.0000099638176,143.93599999999998,141.16799999999998
148.0000099627649,156.392,139.784
150.00000996171215,149.47199999999998,145.32
152.00000996065947,143.93599999999998,146.70399999999998
154.00000995960676,132.86399999999998,137.016
156.00000995855405,132.86399999999998,131.48
158.00000995750133,128.712,128.712
160.00000995644862,134.248,123.17599999999999
162.0000099553959,125.94399999999999,127.32799999999999
164.0000099543432,127.32799999999999,125.94399999999999
166.0000099532905,123.17599999999999,123.17599999999999
168.00000995223775,128.712,121.79199999999999
170.00000995118506,121.79199999999999,132.86399999999998
172.00000995013235,117.63999999999999,123.17599999999999
174.00000994907967,112.10399999999998,117.63999999999999
176.00000994802693,123.17599999999999,121.79199999999999
178.00000994697422,128.712,131.48
180.0000099459215,124.55999999999999,138.39999999999998
182.00000994486882,123.17599999999999,134.248
184.00000994381608,135.63199999999998,142.552
186.00000994276337,131.48,127.32799999999999
188.00000994171066,131.48,124.55999999999999
190.00000994065795,124.55999999999999,119.02399999999999
192.00000993960526,121.79199999999999,112.10399999999998
194.0000099385525,112.10399999999998,109.336
196.0000099374998,96.88,103.8
198.0000099364471,95.496,98.264
200.00000993539442,95.496,95.496
202.00000993434168,96.88,103.8
204.00000993328896,114.87199999999999,105.184
206.00000993223625,121.79199999999999,113.48799999999999
208.00000993118357,112.10399999999998,127.32799999999999
210.0000099301308,116.25599999999999,123.17599999999999
212.00000992907812,123.17599999999999,130.096
214.0000099280254,112.10399999999998,114.87199999999999
216.0000099269727,113.48799999999999,112.10399999999998
218.00000992592,121.79199999999999,113.48799999999999
220.00000992486727,128.712,117.63999999999999
222.00000992381453,121.79199999999999,123.17599999999999
224.00000992276185,112.10399999999998,116.25599999999999
226.00000992170916,107.952,114.87199999999999
228.0000099206564,110.72,121.79199999999999
230.0000099196037,124.55999999999999,114.87199999999999
232.00000991855106,123.17599999999999,127.32799999999999
234.00000991749832,128.712,120.40799999999999
236.0000099164456,131.48,117.63999999999999
238.00000991539292,124.55999999999999,113.48799999999999
240.0000099143401,121.79199999999999,106.568
242.00000991328747,116.25599999999999,114.87199999999999
244.0000099122347,119.02399999999999,113.48799999999999
246.00000991118202,109.336,114.87199999999999
248.0000099101293,123.17599999999999,114.87199999999999
250.00000990907662,130.096,127.32799999999999
252.0000099080239,132.86399999999998,127.32799999999999
254.0000099069712,121.79199999999999,114.87199999999999
256.0000099059185,123.17599999999999,109.336
258.00000990486575,132.86399999999998,110.72
260.00000990381307,128.712,114.87199999999999
262.0000099027603,124.55999999999999,123.17599999999999
264.00000990170764,127.32799999999999,125.94399999999999
266.0000099006549,127.32799999999999,130.096
268.0000098996022,145.32,124.55999999999999
270.0000098985495,128.712,123.17599999999999
272.0000098974968,130.096,127.32799999999999
274.00000989644406,135.63199999999998,132.86399999999998
276.0000098953914,138.39999999999998,139.784
278.00000989433863,134.248,141.16799999999998
280.00000989328595,134.248,142.552
282.0000098922332,141.16799999999998,143.93599999999998
284.0000098911805,143.93599999999998,141.16799999999998
286.0000098901278,132.86399999999998,138.39999999999998
288.0000098890751,143.93599999999998,134.248
290.00000988802236,142.552,146.70399999999998
292.00000988696974,142.552,148.088
294.00000988591694,159.16,148.088
296.00000988486426,153.624,153.624
298.0000098838115,160.54399999999998,149.47199999999998
300.00000988275883,164.696,159.16
302.0000098817061,161.928,156.392
304.0000098806534,157.77599999999998,155.00799999999998
306.00000987960067,156.392,163.31199999999998
308.00000987854804,163.31199999999998,159.16
310.0000098774953,177.152,152.23999999999998
312.0000098764425,163.31199999999998,159.16
314.0000098753898,152.23999999999998,153.624
316.00000987433714,160.54399999999998,174.384
318.0000098732844,157.77599999999998,155.00799999999998
320.0000098722317,153.624,171.61599999999999
322.0000098711789,160.54399999999998,173.0
324.0000098701263,155.00799999999998,167.464
326.0000098690736,168.84799999999998,166.07999999999998
328.0000098680209,167.464,160.54399999999998
330.00000986696807,167.464,161.928
332.00000986591544,149.47199999999998,150.856
334.0000098648627,150.856,146.70399999999998
336.00000986381,167.464,156.392
338.0000098627573,175.768,166.07999999999998
340.0000098617046,166.07999999999998,167.464
342.00000986065186,167.464,170.232
344.00000985959923,175.768,152.23999999999998
346.00000985854643,166.07999999999998,150.856
348.0000098574937,178.53599999999997,170.232
350.000009856441,161.928,161.928
