Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,22.144,8.303999999999998
4.000009999984225,31.831999999999997,26.296
6.000009999972347,29.063999999999997,35.983999999999995
8.00000999996047,37.367999999999995,42.903999999999996
10.000009999948592,52.592,59.51199999999999
12.000009999936713,51.208,49.824
14.000009999924837,65.048,56.74399999999999
16.000009999978012,74.73599999999999,74.73599999999999
18.00000000031308,71.96799999999999,78.88799999999999
20.000000000648146,76.11999999999999,76.11999999999999
22.00000000098321,76.11999999999999,69.19999999999999
24.000000001318284,76.11999999999999,71.96799999999999
26.000000001653344,67.81599999999999,73.35199999999999
28.000000001988415,69.19999999999999,66.43199999999999
30.000000002323482,71.96799999999999,73.35199999999999
32.000000002658545,78.88799999999999,77.50399999999999
34.000000002993616,77.50399999999999,80.27199999999999
36.00000000332868,71.96799999999999,78.88799999999999
38.00000000366375,81.65599999999999,77.50399999999999
40.000000003998814,81.65599999999999,91.344
42.000000004333884,83.03999999999999,81.65599999999999
44.00000000466895,83.03999999999999,94.112
46.00000000500402,69.19999999999999,89.96
48.00000000533908,76.11999999999999,88.576
50.00000000567415,88.576,87.192
52.000000006009216,98.264,76.11999999999999
54.00000000634429,88.576,78.88799999999999
56.00000000667935,84.42399999999999,78.88799999999999
58.00000000701443,92.728,89.96
60.000000007349485,92.728,94.112
62.00000000768456,89.96,85.80799999999999
64.00000000697878,92.728,83.03999999999999
66.00000000592607,88.576,73.35199999999999
68.00000000487336,73.35199999999999,77.50399999999999
70.00000000382063,78.88799999999999,89.96
72.00000000276792,89.96,87.192
74.00000000171522,109.336,101.032
76.00000000066251,96.88,105.184
78.00000999960979,95.496,107.952
80.00000999855708,95.496,102.416
82.00000999750436,101.032,94.112
84.00000999645165,96.88,106.568
86.00000999539894,112.10399999999998,107.952
88.00000999434621,113.48799999999999,106.568
90.00000999329352,105.184,106.568
92.00000999224079,103.8,114.87199999999999
94.0000099911881,113.48799999999999,99.648
