Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,19.375999999999998,19.375999999999998
4.000009999984225,22.144,22.144
6.000009999972347,31.831999999999997,34.599999999999994
8.00000999996047,33.215999999999994,40.135999999999996
10.000009999948592,49.824,53.976
12.000009999936713,65.048,65.048
14.000009999924837,63.663999999999994,59.51199999999999
16.000009999978012,70.58399999999999,74.73599999999999
18.00000000031308,69.19999999999999,74.73599999999999
20.000000000648146,80.27199999999999,74.73599999999999
22.00000000098321,76.11999999999999,80.27199999999999
24.000000001318284,95.496,78.88799999999999
26.000000001653344,88.576,89.96
28.000000001988415,84.42399999999999,87.192
30.000000002323482,89.96,96.88
32.000000002658545,81.65599999999999,89.96
34.000000002993616,84.42399999999999,91.344
36.00000000332868,81.65599999999999,87.192
38.00000000366375,83.03999999999999,88.576
40.000000003998814,83.03999999999999,88.576
42.000000004333884,88.576,98.264
44.00000000466895,81.65599999999999,88.576
46.00000000500402,101.032,92.728
48.00000000533908,102.416,92.728
50.00000000567415,98.264,101.032
52.000000006009216,103.8,105.184
54.00000000634429,102.416,112.10399999999998
56.00000000667935,106.568,109.336
58.00000000701443,105.184,101.032
60.000000007349485,94.112,91.344
62.00000000768456,91.344,99.648
64.00000000697878,95.496,96.88
66.00000000592607,89.96,87.192
68.00000000487336,99.648,105.184
70.00000000382063,107.952,103.8
72.00000000276792,107.952,107.952
74.00000000171522,103.8,112.10399999999998
76.00000000066251,117.63999999999999,120.40799999999999
78.00000999960979,112.10399999999998,110.72
80.00000999855708,113.48799999999999,113.48799999999999
82.00000999750436,109.336,116.25599999999999
84.00000999645165,110.72,114.87199999999999
86.00000999539894,119.02399999999999,112.10399999999998
88.00000999434621,117.63999999999999,113.48799999999999
90.00000999329352,119.02399999999999,113.48799999999999
92.00000999224079,116.25599999999999,121.79199999999999
94.0000099911881,119.02399999999999,124.55999999999999
96.0000099901354,113.48799999999999,128.712
98.00000998908267,123.17599999999999,117.63999999999999
100.00000998802996,131.48,121.79199999999999
102.00000998697723,128.712,125.94399999999999
104.00000998592454,131.48,131.48
106.00000998487184,131.48,131.48
108.00000998381913,142.552,138.39999999999998
110.0000099827664,139.784,137.016
112.00000998171369,150.856,153.624
114.00000998066096,153.624,156.392
116.00000997960827,146.70399999999998,143.93599999999998
118.00000997855554,152.23999999999998,155.00799999999998
120.00000997750284,150.856,153.624
122.00000997645014,155.00799999999998,149.47199999999998
124.00000997539742,139.784,143.93599999999998
126.0000099743447,143.93599999999998,142.552
128.000009973292,139.784,142.552
130.0000099722393,153.624,148.088
132.00000997118659,152.23999999999998,134.248
134.00000997013387,148.088,132.86399999999998
136.00000996908116,138.39999999999998,132.86399999999998
138.00000996802845,138.39999999999998,134.248
140.00000996697574,127.32799999999999,135.63199999999998
142.00000996592303,135.63199999999998,132.86399999999998
144.00000996487032,119.02399999999999,123.17599999999999
146.0000099638176,113.48799999999999,117.63999999999999
148.0000099627649,98.264,99.648
150.00000996171215,103.8,98.264
152.00000996065947,103.8,87.192
154.00000995960676,106.568,92.728
156.00000995855405,110.72,105.184
158.00000995750133,102.416,106.568
160.00000995644862,119.02399999999999,112.10399999999998
162.0000099553959,119.02399999999999,110.72
164.0000099543432,116.25599999999999,116.25599999999999
166.0000099532905,123.17599999999999,109.336
168.00000995223775,131.48,124.55999999999999
170.00000995118506,127.32799999999999,124.55999999999999
172.00000995013235,132.86399999999998,106.568
174.00000994907967,127.32799999999999,117.63999999999999
176.00000994802693,130.096,109.336
178.00000994697422,109.336,107.952
180.0000099459215,101.032,95.496
182.00000994486882,94.112,107.952
184.00000994381608,102.416,107.952
186.00000994276337,99.648,98.264
188.00000994171066,105.184,88.576
190.00000994065795,83.03999999999999,95.496
192.00000993960526,74.73599999999999,103.8
194.0000099385525,77.50399999999999,84.42399999999999
196.0000099374998,84.42399999999999,81.65599999999999
198.0000099364471,81.65599999999999,73.35199999999999
200.00000993539442,81.65599999999999,88.576
202.00000993434168,102.416,94.112
204.00000993328896,99.648,95.496
206.00000993223625,88.576,94.112
208.00000993118357,101.032,91.344
210.0000099301308,109.336,83.03999999999999
212.00000992907812,92.728,88.576
214.0000099280254,88.576,80.27199999999999
216.0000099269727,89.96,87.192
218.00000992592,84.42399999999999,89.96
220.00000992486727,76.11999999999999,98.264
222.00000992381453,73.35199999999999,88.576
224.00000992276185,78.88799999999999,91.344
226.00000992170916,76.11999999999999,81.65599999999999
228.0000099206564,76.11999999999999,73.35199999999999
230.0000099196037,83.03999999999999,88.576
232.00000991855106,87.192,89.96
234.00000991749832,92.728,77.50399999999999
236.0000099164456,73.35199999999999,78.88799999999999
238.00000991539292,76.11999999999999,81.65599999999999
240.0000099143401,83.03999999999999,77.50399999999999
242.00000991328747,91.344,92.728
244.0000099122347,94.112,84.42399999999999
246.00000991118202,92.728,81.65599999999999
248.0000099101293,85.80799999999999,83.03999999999999
250.00000990907662,96.88,83.03999999999999
252.0000099080239,95.496,96.88
254.0000099069712,87.192,87.192
256.0000099059185,80.27199999999999,84.42399999999999
258.00000990486575,76.11999999999999,74.73599999999999
260.00000990381307,80.27199999999999,89.96
262.0000099027603,84.42399999999999,94.112
264.00000990170764,84.42399999999999,99.648
266.0000099006549,94.112,94.112
268.0000098996022,96.88,103.8
270.0000098985495,107.952,105.184
272.0000098974968,110.72,105.184
274.00000989644406,94.112,112.10399999999998
276.0000098953914,101.032,107.952
278.00000989433863,98.264,101.032
280.00000989328595,84.42399999999999,98.264
282.0000098922332,103.8,103.8
284.0000098911805,105.184,106.568
286.0000098901278,116.25599999999999,109.336
288.0000098890751,112.10399999999998,105.184
290.00000988802236,117.63999999999999,125.94399999999999
292.00000988696974,114.87199999999999,119.02399999999999
294.00000988591694,119.02399999999999,124.55999999999999
296.00000988486426,123.17599999999999,128.712
