Time (ms),Total A4 (uM),Total B4 (uM)
0.0,1.384,1.384
2.000009999996102,16.607999999999997,20.759999999999998
4.000009999984225,29.063999999999997,26.296
6.000009999972347,40.135999999999996,30.447999999999997
8.00000999996047,40.135999999999996,42.903999999999996
10.000009999948592,67.81599999999999,49.824
12.000009999936713,63.663999999999994,62.279999999999994
14.000009999924837,77.50399999999999,67.81599999999999
16.000009999978012,83.03999999999999,67.81599999999999
18.00000000031308,85.80799999999999,84.42399999999999
20.000000000648146,77.50399999999999,83.03999999999999
22.00000000098321,83.03999999999999,95.496
24.000000001318284,88.576,101.032
26.000000001653344,99.648,99.648
28.000000001988415,110.72,103.8
30.000000002323482,109.336,96.88
32.000000002658545,103.8,98.264
34.000000002993616,105.184,98.264
36.00000000332868,106.568,98.264
38.00000000366375,91.344,101.032
40.000000003998814,105.184,109.336
42.000000004333884,109.336,105.184
44.00000000466895,117.63999999999999,113.48799999999999
46.00000000500402,114.87199999999999,116.25599999999999
48.00000000533908,119.02399999999999,121.79199999999999
50.00000000567415,123.17599999999999,124.55999999999999
52.000000006009216,137.016,121.79199999999999
54.00000000634429,148.088,137.016
56.00000000667935,143.93599999999998,135.63199999999998
58.00000000701443,137.016,143.93599999999998
60.000000007349485,150.856,135.63199999999998
62.00000000768456,156.392,145.32
64.00000000697878,150.856,152.23999999999998
66.00000000592607,148.088,137.016
68.00000000487336,157.77599999999998,135.63199999999998
70.00000000382063,152.23999999999998,139.784
72.00000000276792,159.16,145.32
74.00000000171522,152.23999999999998,159.16
76.00000000066251,160.54399999999998,155.00799999999998
78.00000999960979,157.77599999999998,161.928
80.00000999855708,166.07999999999998,189.60799999999998
82.00000999750436,175.768,170.232
84.00000999645165,179.92,178.53599999999997
86.00000999539894,185.456,181.30399999999997
88.00000999434621,189.60799999999998,190.992
90.00000999329352,190.992,189.60799999999998
92.00000999224079,182.688,200.67999999999998
94.0000099911881,192.37599999999998,196.528
96.0000099901354,186.83999999999997,192.37599999999998
98.00000998908267,190.992,181.30399999999997
100.00000998802996,203.44799999999998,173.0
102.00000998697723,192.37599999999998,173.0
104.00000998592454,184.07199999999997,174.384
106.00000998487184,186.83999999999997,177.152
108.00000998381913,171.61599999999999,178.53599999999997
110.0000099827664,174.384,170.232
112.00000998171369,171.61599999999999,171.61599999999999
114.00000998066096,168.84799999999998,167.464
116.00000997960827,177.152,171.61599999999999
118.00000997855554,173.0,173.0
120.00000997750284,171.61599999999999,166.07999999999998
122.00000997645014,175.768,161.928
124.00000997539742,173.0,179.92
126.0000099743447,174.384,171.61599999999999
128.000009973292,175.768,175.768
130.0000099722393,179.92,171.61599999999999
132.00000997118659,177.152,164.696
134.00000997013387,173.0,168.84799999999998
136.00000996908116,178.53599999999997,185.456
138.00000996802845,170.232,173.0
140.00000996697574,189.60799999999998,182.688
142.00000996592303,184.07199999999997,177.152
144.00000996487032,186.83999999999997,192.37599999999998
146.0000099638176,203.44799999999998,193.76
148.0000099627649,207.6,196.528
150.00000996171215,204.832,196.528
152.00000996065947,217.28799999999998,207.6
154.00000995960676,207.6,207.6
156.00000995855405,203.44799999999998,218.672
158.00000995750133,207.6,221.44
160.00000995644862,218.672,222.82399999999998
162.0000099553959,220.05599999999998,207.6
164.0000099543432,229.74399999999997,213.136
166.0000099532905,222.82399999999998,224.20799999999997
168.00000995223775,221.44,233.896
170.00000995118506,217.28799999999998,220.05599999999998
172.00000995013235,228.35999999999999,218.672
174.00000994907967,220.05599999999998,214.51999999999998
176.00000994802693,221.44,211.75199999999998
178.00000994697422,221.44,222.82399999999998
180.0000099459215,225.59199999999998,226.97599999999997
182.00000994486882,220.05599999999998,221.44
184.00000994381608,235.27999999999997,228.35999999999999
186.00000994276337,236.664,226.97599999999997
188.00000994171066,231.128,225.59199999999998
190.00000994065795,236.664,226.97599999999997
192.00000993960526,238.04799999999997,228.35999999999999
194.0000099385525,235.27999999999997,240.81599999999997
196.0000099374998,225.59199999999998,253.272
198.0000099364471,243.58399999999997,253.272
200.00000993539442,260.192,253.272
202.00000993434168,258.808,249.11999999999998
204.00000993328896,251.88799999999998,244.968
206.00000993223625,256.03999999999996,250.504
208.00000993118357,262.96,247.736
210.0000099301308,269.88,256.03999999999996
212.00000992907812,254.65599999999998,253.272
214.0000099280254,258.808,257.424
216.0000099269727,258.808,258.808
218.00000992592,250.504,253.272
220.00000992486727,253.272,243.58399999999997
222.00000992381453,267.11199999999997,262.96
224.00000992276185,279.568,265.72799999999995
226.00000992170916,285.104,260.192
228.0000099206564,274.032,253.272
230.0000099196037,260.192,268.496
232.00000991855106,254.65599999999998,258.808
234.00000991749832,253.272,251.88799999999998
236.0000099164456,257.424,249.11999999999998
238.00000991539292,236.664,235.27999999999997
240.0000099143401,247.736,229.74399999999997
242.00000991328747,258.808,242.2
244.0000099122347,251.88799999999998,251.88799999999998
246.00000991118202,253.272,253.272
