Time (s),Total A4 (uM),Total B4 (uM)
6.35,64.9,64.0
6.4,63.5,68.3
6.45,62.800000000000004,65.5
6.5,63.0,67.9
6.55,59.6,58.6
6.6,58.0,63.1
6.65,59.6,63.800000000000004
6.7,59.400000000000006,60.2
6.75,64.5,64.8
6.8,64.7,63.300000000000004
6.85,65.60000000000001,63.6
6.9,56.400000000000006,56.1
6.95,55.6,55.1
7.0,62.400000000000006,61.2
7.05,70.2,64.5
7.1,62.0,66.3
7.15,59.7,62.800000000000004
7.2,66.0,68.10000000000001
7.25,69.9,68.7
7.3,63.6,65.9
7.35,62.5,59.900000000000006
7.4,55.900000000000006,55.6
7.45,53.5,54.6
7.5,53.0,53.900000000000006
7.55,48.1,52.300000000000004
7.6,50.800000000000004,53.7
7.65,53.900000000000006,52.0
7.7,52.6,53.1
7.75,54.800000000000004,53.7
7.8,58.7,62.2
7.85,55.5,55.900000000000006
7.9,56.300000000000004,55.800000000000004
7.95,56.400000000000006,57.300000000000004
8.0,61.7,58.5
8.05,56.900000000000006,61.300000000000004
8.1,61.5,62.900000000000006
8.15,57.0,55.7
8.2,56.300000000000004,56.7
8.25,56.400000000000006,57.900000000000006
8.3,57.900000000000006,60.400000000000006
8.35,51.400000000000006,54.0
8.4,56.1,56.1
8.45,58.2,56.2
8.5,51.400000000000006,51.7
8.55,51.1,52.300000000000004
8.6,57.2,58.2
8.65,53.7,53.6
8.7,50.6,49.5
8.75,51.6,54.0
8.8,47.300000000000004,49.300000000000004
8.85,52.800000000000004,53.6
8.9,51.800000000000004,49.800000000000004
8.95,55.6,53.1
9.0,54.1,50.300000000000004
9.05,51.900000000000006,53.5
9.1,57.7,57.1
9.15,61.6,58.300000000000004
9.2,63.5,65.9
9.25,58.5,59.1
9.3,58.800000000000004,61.6
9.35,59.2,58.7
9.4,58.800000000000004,56.800000000000004
9.45,52.800000000000004,48.900000000000006
9.5,54.400000000000006,57.800000000000004
9.55,61.2,59.7
9.6,63.7,58.1
9.65,62.7,61.800000000000004
9.7,58.900000000000006,60.1
9.75,55.6,56.400000000000006
9.8,54.1,51.5
9.85,53.2,53.1
9.9,57.300000000000004,57.0
9.95,63.6,63.0
10.0,61.300000000000004,60.2
