Time (s),Total A4 (uM),Total B4 (uM)
9.0,42.2,43.400000000000006
9.05,44.2,46.1
9.1,51.300000000000004,51.400000000000006
9.15,50.5,51.6
9.2,43.900000000000006,46.0
9.25,48.400000000000006,47.2
9.3,50.7,51.5
9.35,55.2,55.300000000000004
9.4,60.800000000000004,61.300000000000004
9.45,61.1,58.0
9.5,57.300000000000004,56.5
9.55,52.800000000000004,51.2
9.6,47.2,48.900000000000006
9.65,48.900000000000006,50.900000000000006
9.7,48.900000000000006,48.300000000000004
9.75,49.300000000000004,49.900000000000006
9.8,50.400000000000006,49.900000000000006
9.85,54.900000000000006,54.900000000000006
9.9,51.0,51.6
9.95,54.400000000000006,56.1
10.0,54.300000000000004,55.7
