Time (s),Total A4 (uM),Total B4 (uM)
6.3,53.400000000000006,51.400000000000006
6.35,50.400000000000006,51.1
6.4,45.0,48.7
6.45,48.0,45.5
6.5,51.2,50.400000000000006
6.55,47.6,47.5
6.6,45.5,47.5
6.65,49.5,49.0
6.7,50.800000000000004,49.800000000000004
6.75,53.800000000000004,51.800000000000004
6.8,57.300000000000004,57.6
6.85,55.300000000000004,57.2
6.9,57.300000000000004,56.6
6.95,56.2,56.800000000000004
7.0,52.300000000000004,52.2
7.05,54.6,53.7
7.1,56.2,56.0
7.15,52.7,53.7
7.2,55.1,56.800000000000004
7.25,56.300000000000004,58.400000000000006
7.3,54.800000000000004,51.400000000000006
7.35,56.0,55.7
7.4,53.800000000000004,57.400000000000006
7.45,58.6,55.1
7.5,62.5,66.2
7.55,59.1,60.0
7.6,51.300000000000004,51.800000000000004
7.65,51.400000000000006,52.1
7.7,50.900000000000006,50.400000000000006
7.75,50.7,51.300000000000004
7.8,51.2,50.6
7.85,50.900000000000006,52.0
7.9,55.7,53.800000000000004
7.95,56.300000000000004,57.5
8.0,53.1,53.5
8.05,49.7,52.6
8.1,49.0,50.800000000000004
8.15,54.7,51.300000000000004
8.2,50.0,49.5
8.25,50.0,48.6
8.3,45.5,43.6
8.35,44.900000000000006,48.300000000000004
8.4,47.0,47.400000000000006
8.45,50.900000000000006,48.1
8.5,53.300000000000004,54.6
8.55,52.0,51.400000000000006
8.6,44.1,46.900000000000006
8.65,51.800000000000004,55.800000000000004
8.7,52.2,51.5
8.75,49.7,48.1
8.8,54.7,54.7
8.85,58.0,58.400000000000006
8.9,55.0,53.0
8.95,53.900000000000006,56.2
9.0,50.7,52.800000000000004
9.05,49.5,47.7
9.1,50.400000000000006,50.2
9.15,51.7,49.6
9.2,55.7,55.2
9.25,49.900000000000006,52.5
9.3,55.7,52.900000000000006
9.35,55.2,55.0
9.4,55.0,52.900000000000006
9.45,51.900000000000006,52.900000000000006
9.5,51.6,51.7
9.55,50.300000000000004,51.5
9.6,53.1,54.5
9.65,50.0,52.6
9.7,55.400000000000006,53.7
9.75,55.1,52.0
9.8,40.5,41.6
9.85,46.2,47.800000000000004
9.9,50.2,47.7
9.95,50.400000000000006,49.2
10.0,56.0,58.2
