Time (s),Total A4 (uM),Total B4 (uM)
3.55,58.5,58.2
3.6,61.300000000000004,61.400000000000006
3.65,56.900000000000006,58.6
3.7,51.5,50.6
3.75,49.300000000000004,49.6
3.8,44.900000000000006,44.7
3.85,46.800000000000004,48.6
3.9,46.1,46.300000000000004
3.95,51.0,49.900000000000006
4.0,50.1,49.6
4.05,49.7,50.1
4.1,48.0,47.400000000000006
4.15,52.6,51.0
4.2,53.6,53.2
4.25,55.7,58.800000000000004
4.3,53.300000000000004,52.2
4.35,52.6,53.800000000000004
4.4,50.900000000000006,50.400000000000006
4.45,54.400000000000006,52.400000000000006
4.5,53.5,53.5
4.55,56.7,56.6
4.6,61.400000000000006,59.400000000000006
4.65,63.300000000000004,62.6
4.7,63.0,65.0
4.75,63.900000000000006,63.6
4.8,63.0,62.900000000000006
4.85,68.3,63.7
4.9,64.3,64.8
4.95,66.60000000000001,60.800000000000004
5.0,56.800000000000004,53.900000000000006
5.05,56.400000000000006,55.6
5.1,56.0,53.6
5.15,52.5,50.0
5.2,51.0,48.5
5.25,46.7,46.300000000000004
5.3,49.800000000000004,48.0
5.35,56.800000000000004,54.900000000000006
5.4,54.0,54.0
5.45,50.5,51.6
5.5,53.5,51.800000000000004
5.55,50.5,51.400000000000006
5.6,49.1,46.2
5.65,51.5,52.5
5.7,55.900000000000006,56.300000000000004
5.75,58.0,58.6
5.8,56.800000000000004,56.300000000000004
5.85,57.6,59.0
5.9,58.2,59.400000000000006
5.95,51.400000000000006,53.6
6.0,46.1,47.7
6.05,48.0,49.300000000000004
6.1,52.0,54.2
6.15,52.300000000000004,53.400000000000006
6.2,51.5,51.7
6.25,51.300000000000004,51.400000000000006
6.3,47.400000000000006,47.900000000000006
6.35,49.400000000000006,47.900000000000006
6.4,53.6,49.7
6.45,47.6,44.6
6.5,50.6,48.2
6.55,48.2,46.1
6.6,51.6,53.2
6.65,47.400000000000006,46.7
6.7,49.5,51.900000000000006
6.75,52.400000000000006,50.800000000000004
6.8,53.6,56.6
6.85,51.2,54.2
6.9,50.2,50.2
6.95,48.7,48.1
7.0,49.800000000000004,50.7
7.05,51.900000000000006,49.900000000000006
7.1,52.800000000000004,55.5
7.15,46.5,49.2
7.2,49.7,48.300000000000004
7.25,47.400000000000006,46.900000000000006
7.3,40.900000000000006,42.300000000000004
7.35,44.2,44.6
7.4,48.900000000000006,48.1
7.45,52.400000000000006,51.2
7.5,48.900000000000006,50.900000000000006
7.55,55.300000000000004,55.2
7.6,55.300000000000004,54.1
7.65,59.7,60.800000000000004
7.7,57.7,61.2
7.75,61.900000000000006,62.0
7.8,61.400000000000006,63.300000000000004
7.85,61.2,64.7
7.9,60.900000000000006,62.300000000000004
7.95,63.7,59.800000000000004
8.0,63.400000000000006,64.4
8.05,64.0,64.9
8.1,65.9,66.5
8.15,70.0,67.2
8.2,73.10000000000001,74.0
8.25,79.2,76.7
8.3,74.0,74.4
8.35,73.2,75.8
8.4,74.60000000000001,76.0
8.45,79.5,76.7
8.5,77.30000000000001,76.0
8.55,81.7,79.7
8.6,78.9,82.10000000000001
8.65,75.60000000000001,77.60000000000001
8.7,76.3,75.5
8.75,68.10000000000001,69.2
8.8,64.2,63.1
8.85,62.7,62.900000000000006
8.9,63.1,65.5
8.95,57.2,56.400000000000006
9.0,51.1,50.800000000000004
9.05,47.400000000000006,45.5
9.1,50.300000000000004,48.6
9.15,54.0,52.5
9.2,48.6,50.300000000000004
9.25,49.900000000000006,51.0
9.3,50.6,52.900000000000006
9.35,47.5,46.300000000000004
9.4,44.900000000000006,47.300000000000004
9.45,49.0,50.800000000000004
9.5,54.5,56.5
9.55,50.6,51.800000000000004
9.6,54.1,54.5
9.65,59.2,57.900000000000006
9.7,66.3,63.0
9.75,65.9,68.5
9.8,70.3,68.9
9.85,66.4,64.5
9.9,67.4,64.7
9.95,66.3,66.0
10.0,62.900000000000006,62.1
