Time (s),Total A4 (uM),Total B4 (uM)
0.0,0.1,0.1
0.05,30.6,30.5
0.1,42.400000000000006,39.0
0.15,41.300000000000004,43.300000000000004
0.2,50.7,48.1
0.25,47.300000000000004,49.800000000000004
0.3,49.400000000000006,49.900000000000006
0.35,47.6,49.2
0.4,51.800000000000004,49.900000000000006
0.45,48.0,48.1
0.5,50.2,51.800000000000004
0.55,51.7,53.2
0.6,56.1,52.1
0.65,54.900000000000006,56.6
0.7,52.1,52.300000000000004
0.75,57.900000000000006,59.5
0.8,56.400000000000006,56.800000000000004
0.85,53.400000000000006,53.7
0.9,56.2,54.5
0.95,54.1,52.6
1.0,57.1,53.900000000000006
1.05,52.2,55.0
1.1,52.800000000000004,51.300000000000004
1.15,50.6,51.7
1.2,54.6,53.400000000000006
1.25,52.400000000000006,52.1
1.3,46.800000000000004,45.900000000000006
1.35,51.1,49.400000000000006
1.4,46.900000000000006,48.5
1.45,50.400000000000006,51.5
1.5,53.900000000000006,54.5
1.55,55.0,57.0
1.6,58.900000000000006,58.2
1.65,55.2,54.900000000000006
1.7,58.900000000000006,59.1
1.75,55.900000000000006,57.6
1.8,62.5,62.300000000000004
1.85,58.300000000000004,58.7
1.9,60.2,59.6
1.95,63.400000000000006,61.800000000000004
2.0,61.6,61.0
2.05,57.300000000000004,57.300000000000004
2.1,55.400000000000006,56.5
2.15,56.800000000000004,55.0
2.2,56.6,55.5
2.25,60.0,57.900000000000006
2.3,60.400000000000006,63.400000000000006
2.35,61.7,64.10000000000001
2.4,58.300000000000004,57.800000000000004
2.45,58.400000000000006,60.0
2.5,56.300000000000004,55.400000000000006
2.55,56.800000000000004,55.800000000000004
2.6,50.900000000000006,49.800000000000004
2.65,56.2,55.300000000000004
2.7,48.900000000000006,51.1
2.75,54.7,54.1
2.8,50.2,52.7
2.85,57.300000000000004,58.1
2.9,59.800000000000004,59.900000000000006
2.95,60.7,59.800000000000004
3.0,56.800000000000004,58.6
3.05,61.800000000000004,60.6
3.1,60.400000000000006,62.6
3.15,59.0,61.0
3.2,60.5,56.800000000000004
3.25,59.0,61.300000000000004
3.3,55.1,56.300000000000004
3.35,53.800000000000004,52.2
3.4,57.300000000000004,58.6
3.45,51.7,53.800000000000004
3.5,50.400000000000006,51.800000000000004
3.55,52.300000000000004,50.5
3.6,50.7,49.5
3.65,49.1,52.300000000000004
3.7,51.800000000000004,51.400000000000006
3.75,56.400000000000006,56.2
3.8,52.300000000000004,51.800000000000004
3.85,51.7,50.2
3.9,44.0,46.800000000000004
3.95,48.7,47.2
4.0,49.300000000000004,45.300000000000004
4.05,51.1,49.6
4.1,58.400000000000006,57.6
4.15,50.800000000000004,53.6
4.2,48.300000000000004,46.400000000000006
4.25,53.1,52.900000000000006
4.3,45.300000000000004,48.1
4.35,51.5,52.0
4.4,48.800000000000004,50.5
4.45,55.400000000000006,56.300000000000004
4.5,50.0,52.900000000000006
4.55,49.0,47.1
4.6,50.2,51.7
4.65,54.900000000000006,55.5
